feedback_id,date,channel,segment,journey_stage,region,satisfaction_score,nps_score,feedback_volume,issue_category,friction_score,follow_up_required,follow_up_completed,post_action_score,comment
FB-0023,2026-04-27,Email,Performance Enthusiasts,Service,North,4,6,162,Service cost transparency,2,no,no,4,Clear and proactive handling of service cost transparency; very satisfied.
FB-0069,2026-04-27,Email,Urban Commuters,Service,South,4,8,128,Repair turnaround,2,no,no,4,Clear and proactive handling of repair turnaround; very satisfied.
FB-0377,2026-04-28,Dealer,First-Time Owners,Service,South,3,6,71,Maintenance clarity,3,yes,yes,4,Mixed experience with maintenance clarity; resolved eventually after follow-up.
FB-0137,2026-04-29,Dealer,Performance Enthusiasts,Ownership,North,4,9,117,Recall communication,2,no,no,4,Recall communication was handled smoothly across the ownership journey.
FB-0236,2026-04-29,Email,First-Time Owners,Ownership,Central,3,3,159,Insurance documentation,5,yes,yes,3,Mixed experience with insurance documentation; resolved eventually after follow-up.
FB-0314,2026-04-29,Dealer,Performance Enthusiasts,Service,Central,3,4,49,Maintenance clarity,2,yes,yes,4,Mixed experience with maintenance clarity; resolved eventually after follow-up.
FB-0016,2026-05-01,Email,Touring Owners,Purchase,South,3,6,154,Financing clarity,3,yes,yes,5,Financing clarity took longer than expected but the team communicated.
FB-0448,2026-05-02,Social,First-Time Owners,Digital,North,2,0,48,App onboarding,4,yes,yes,4,Frustrated with app onboarding during digital; needed several contacts to resolve.
FB-0194,2026-05-03,Survey,Urban Commuters,Purchase,North,4,10,95,Trade-in valuation,1,no,no,4,Clear and proactive handling of trade-in valuation; very satisfied.
FB-0354,2026-05-03,Dealer,First-Time Owners,Purchase,North,2,4,117,Financing clarity,4,yes,yes,3,Financing clarity was confusing and slowed the whole purchase experience.
FB-0110,2026-05-04,Social,Urban Commuters,Digital,Central,3,8,75,Feature discovery,3,yes,no,3,Feature discovery was acceptable but digital could be smoother.
FB-0205,2026-05-05,App,Touring Owners,Service,North,3,8,38,Maintenance clarity,2,yes,yes,4,Maintenance clarity was acceptable but service could be smoother.
FB-0271,2026-05-05,App,First-Time Owners,Service,Central,2,4,66,Parts availability,2,yes,yes,3,Frustrated with parts availability during service; needed several contacts to resolve.
FB-0320,2026-05-05,Social,Performance Enthusiasts,Digital,South,3,6,79,Connectivity pairing,3,yes,yes,4,Connectivity pairing took longer than expected but the team communicated.
FB-0077,2026-05-06,Social,Performance Enthusiasts,Service,North,4,6,76,Appointment wait,1,yes,yes,5,Appointment wait matched expectations and the service step felt effortless.
FB-0409,2026-05-06,App,Touring Owners,Purchase,South,3,4,126,Financing clarity,2,no,no,3,Financing clarity took longer than expected but the team communicated.
FB-0065,2026-05-07,Social,Performance Enthusiasts,Service,South,4,8,85,Repair turnaround,2,no,no,4,Repair turnaround matched expectations and the service step felt effortless.
FB-0245,2026-05-08,Survey,Performance Enthusiasts,Ownership,North,3,6,107,Warranty registration,2,yes,yes,5,Mixed experience with warranty registration; resolved eventually after follow-up.
FB-0233,2026-05-09,Email,Touring Owners,Purchase,North,4,9,153,Delivery handover,2,yes,yes,5,Delivery handover matched expectations and the purchase step felt effortless.
FB-0167,2026-05-10,Dealer,Urban Commuters,Purchase,North,4,9,63,Delivery handover,2,no,no,4,Clear and proactive handling of delivery handover; very satisfied.
FB-0429,2026-05-10,Dealer,Urban Commuters,Ownership,South,3,2,109,Recall communication,3,yes,yes,5,Recall communication was acceptable but ownership could be smoother.
FB-0031,2026-05-11,Survey,First-Time Owners,Service,Central,3,6,159,Maintenance clarity,3,yes,no,3,Maintenance clarity took longer than expected but the team communicated.
FB-0164,2026-05-11,Survey,Urban Commuters,Service,North,4,5,90,Maintenance clarity,2,no,no,4,Maintenance clarity was handled smoothly across the service journey.
FB-0231,2026-05-11,Email,First-Time Owners,Purchase,South,3,6,105,Financing clarity,4,yes,yes,4,Financing clarity took longer than expected but the team communicated.
FB-0239,2026-05-11,Dealer,Performance Enthusiasts,Ownership,South,4,8,77,Documentation,2,yes,yes,5,Documentation was handled smoothly across the ownership journey.
FB-0089,2026-05-12,Survey,First-Time Owners,Service,Central,3,10,125,Parts availability,1,yes,no,3,Parts availability was acceptable but service could be smoother.
FB-0193,2026-05-12,Email,Urban Commuters,Service,South,3,7,109,Repair turnaround,3,yes,no,3,Repair turnaround was acceptable but service could be smoother.
FB-0240,2026-05-12,App,Urban Commuters,Service,North,4,8,70,Repair turnaround,2,yes,yes,4,Repair turnaround matched expectations and the service step felt effortless.
FB-0269,2026-05-12,Email,Urban Commuters,Purchase,Central,3,7,68,Delivery handover,3,yes,yes,4,Mixed experience with delivery handover; resolved eventually after follow-up.
FB-0261,2026-05-16,Social,Urban Commuters,Ownership,South,3,2,48,Recall communication,3,yes,no,3,Recall communication was acceptable but ownership could be smoother.
FB-0054,2026-05-17,Social,First-Time Owners,Service,North,2,2,74,Repair turnaround,4,yes,yes,4,Repair turnaround was confusing and slowed the whole service experience.
FB-0445,2026-05-17,Social,First-Time Owners,Purchase,North,2,5,78,Financing clarity,4,yes,no,2,Financing clarity was confusing and slowed the whole purchase experience.
FB-0270,2026-05-18,Social,Urban Commuters,Purchase,Central,5,8,73,Order tracking,1,no,no,5,Clear and proactive handling of order tracking; very satisfied.
FB-0374,2026-05-19,Email,First-Time Owners,Digital,North,3,10,165,Connectivity pairing,3,yes,yes,4,Connectivity pairing was acceptable but digital could be smoother.
FB-0368,2026-05-20,Email,Urban Commuters,Purchase,South,3,6,81,Trade-in valuation,2,yes,no,3,Trade-in valuation took longer than expected but the team communicated.
FB-0400,2026-05-20,Social,Urban Commuters,Purchase,North,3,6,73,Test ride,3,yes,yes,4,Test ride took longer than expected but the team communicated.
FB-0100,2026-05-22,Email,Urban Commuters,Purchase,Central,4,7,60,Trade-in valuation,2,yes,yes,5,Trade-in valuation matched expectations and the purchase step felt effortless.
FB-0180,2026-05-22,App,Performance Enthusiasts,Purchase,Central,5,8,114,Order tracking,1,no,no,5,Order tracking was handled smoothly across the purchase journey.
FB-0181,2026-05-22,Social,Performance Enthusiasts,Purchase,Central,5,5,89,Delivery handover,2,no,no,5,Clear and proactive handling of delivery handover; very satisfied.
FB-0182,2026-05-23,Email,Touring Owners,Digital,North,5,8,121,Feature discovery,2,no,no,5,Clear and proactive handling of feature discovery; very satisfied.
FB-0307,2026-05-23,Survey,First-Time Owners,Purchase,North,3,7,110,Financing clarity,1,no,no,3,Mixed experience with financing clarity; resolved eventually after follow-up.
FB-0015,2026-05-24,Dealer,Urban Commuters,Purchase,South,2,2,71,Test ride,3,yes,yes,4,Test ride was confusing and slowed the whole purchase experience.
FB-0226,2026-05-24,Dealer,Touring Owners,Service,North,5,8,43,Parts availability,2,no,no,5,Clear and proactive handling of parts availability; very satisfied.
FB-0095,2026-05-25,App,Urban Commuters,Ownership,Central,4,3,59,Insurance documentation,4,yes,no,4,Insurance documentation matched expectations and the ownership step felt effortless.
FB-0399,2026-05-25,Email,First-Time Owners,Purchase,Central,1,3,75,Financing clarity,3,yes,yes,2,Frustrated with financing clarity during purchase; needed several contacts to resolve.
FB-0246,2026-05-27,Survey,Performance Enthusiasts,Digital,North,3,6,142,App onboarding,4,yes,yes,5,Mixed experience with app onboarding; resolved eventually after follow-up.
FB-0040,2026-05-28,Survey,First-Time Owners,Service,Central,3,4,144,Parts availability,3,no,no,3,Parts availability was acceptable but service could be smoother.
FB-0169,2026-05-28,App,Touring Owners,Service,Central,4,5,85,Repair turnaround,3,yes,no,4,Clear and proactive handling of repair turnaround; very satisfied.
FB-0121,2026-05-29,Survey,Urban Commuters,Purchase,North,4,8,84,Financing clarity,2,no,no,4,Financing clarity matched expectations and the purchase step felt effortless.
FB-0420,2026-05-29,App,Urban Commuters,Service,South,1,2,63,Repair turnaround,4,yes,yes,3,Repair turnaround created friction and I expected clearer guidance.
FB-0432,2026-05-29,Email,First-Time Owners,Ownership,Central,1,0,96,Insurance documentation,4,yes,yes,3,Frustrated with insurance documentation during ownership; needed several contacts to resolve.
FB-0279,2026-05-30,App,Urban Commuters,Purchase,South,4,10,97,Financing clarity,1,yes,no,4,Financing clarity was handled smoothly across the purchase journey.
FB-0127,2026-05-31,Dealer,First-Time Owners,Purchase,Central,3,3,60,Test ride,3,yes,yes,4,Mixed experience with test ride; resolved eventually after follow-up.
FB-0220,2026-06-01,Survey,Touring Owners,Service,Central,5,10,98,Maintenance clarity,1,yes,no,5,Maintenance clarity was handled smoothly across the service journey.
FB-0383,2026-06-01,Survey,Urban Commuters,Service,South,3,2,150,Parts availability,4,yes,no,3,Parts availability took longer than expected but the team communicated.
FB-0004,2026-06-03,Dealer,Urban Commuters,Service,South,3,5,76,Maintenance clarity,3,yes,yes,4,Maintenance clarity took longer than expected but the team communicated.
FB-0283,2026-06-03,App,Touring Owners,Service,North,4,10,100,Parts availability,1,no,no,4,Clear and proactive handling of parts availability; very satisfied.
FB-0441,2026-06-03,App,Performance Enthusiasts,Ownership,Central,2,5,94,Warranty registration,3,yes,no,1,Frustrated with warranty registration during ownership; needed several contacts to resolve.
FB-0289,2026-06-04,Dealer,Touring Owners,Service,South,3,7,48,Repair turnaround,2,yes,no,3,Repair turnaround took longer than expected but the team communicated.
FB-0105,2026-06-05,Dealer,Urban Commuters,Ownership,North,3,5,81,Insurance documentation,3,yes,yes,4,Insurance documentation was acceptable but ownership could be smoother.
FB-0248,2026-06-05,Dealer,Urban Commuters,Digital,South,4,10,106,Account access,3,no,no,4,Account access matched expectations and the digital step felt effortless.
FB-0446,2026-06-05,Dealer,First-Time Owners,Purchase,North,3,7,74,Test ride,3,no,no,3,Test ride took longer than expected but the team communicated.
FB-0265,2026-06-06,Dealer,Touring Owners,Purchase,Central,4,9,95,Trade-in valuation,2,yes,yes,5,Trade-in valuation was handled smoothly across the purchase journey.
FB-0373,2026-06-07,App,First-Time Owners,Service,Central,1,0,112,Parts availability,4,yes,no,1,Parts availability was confusing and slowed the whole service experience.
FB-0414,2026-06-07,Dealer,Performance Enthusiasts,Purchase,Central,4,5,73,Test ride,2,no,no,4,Test ride was handled smoothly across the purchase journey.
FB-0059,2026-06-08,Survey,Touring Owners,Purchase,Central,4,8,99,Order tracking,1,no,no,4,Order tracking matched expectations and the purchase step felt effortless.
FB-0280,2026-06-08,Survey,Touring Owners,Service,Central,4,8,146,Appointment wait,2,no,no,4,Clear and proactive handling of appointment wait; very satisfied.
FB-0449,2026-06-09,Survey,Urban Commuters,Service,North,3,9,137,Maintenance clarity,2,yes,yes,5,Maintenance clarity was acceptable but service could be smoother.
FB-0221,2026-06-10,Dealer,Urban Commuters,Ownership,North,4,6,48,Recall communication,2,yes,no,4,Recall communication was handled smoothly across the ownership journey.
FB-0037,2026-06-11,Dealer,Urban Commuters,Digital,Central,3,6,75,App onboarding,3,yes,no,3,App onboarding took longer than expected but the team communicated.
FB-0048,2026-06-11,Survey,Urban Commuters,Digital,Central,3,5,154,Account access,2,yes,yes,4,Account access took longer than expected but the team communicated.
FB-0318,2026-06-12,Dealer,Urban Commuters,Service,Central,5,6,116,Parts availability,2,no,no,5,Parts availability matched expectations and the service step felt effortless.
FB-0358,2026-06-12,Social,Urban Commuters,Purchase,North,4,8,42,Delivery handover,2,yes,yes,5,Clear and proactive handling of delivery handover; very satisfied.
FB-0096,2026-06-13,Survey,Urban Commuters,Purchase,North,2,5,87,Test ride,3,yes,yes,4,Frustrated with test ride during purchase; needed several contacts to resolve.
FB-0357,2026-06-13,Dealer,Urban Commuters,Ownership,North,4,7,65,Recall communication,2,no,no,4,Recall communication was handled smoothly across the ownership journey.
FB-0375,2026-06-14,Email,Urban Commuters,Service,North,4,9,135,Parts availability,1,yes,yes,5,Parts availability was handled smoothly across the service journey.
FB-0396,2026-06-15,Email,First-Time Owners,Service,South,4,10,80,Parts availability,3,no,no,4,Parts availability was handled smoothly across the service journey.
FB-0338,2026-06-16,Dealer,Touring Owners,Ownership,North,5,9,41,Recall communication,1,no,no,5,Recall communication was handled smoothly across the ownership journey.
FB-0184,2026-06-18,Social,Touring Owners,Digital,North,5,9,49,App onboarding,1,no,no,5,App onboarding was handled smoothly across the digital journey.
FB-0204,2026-06-18,Email,Performance Enthusiasts,Ownership,South,3,6,144,Accessories,2,no,no,3,Accessories was acceptable but ownership could be smoother.
FB-0344,2026-06-18,Dealer,First-Time Owners,Ownership,North,3,5,74,Insurance documentation,4,yes,yes,5,Insurance documentation took longer than expected but the team communicated.
FB-0447,2026-06-18,Dealer,Performance Enthusiasts,Ownership,South,5,8,111,Insurance documentation,2,no,no,5,Insurance documentation was handled smoothly across the ownership journey.
FB-0093,2026-06-19,Survey,Urban Commuters,Purchase,North,2,2,93,Financing clarity,4,yes,yes,4,Financing clarity was confusing and slowed the whole purchase experience.
FB-0212,2026-06-19,Email,Urban Commuters,Service,North,5,10,112,Repair turnaround,2,no,no,5,Clear and proactive handling of repair turnaround; very satisfied.
FB-0250,2026-06-19,Social,Urban Commuters,Purchase,North,3,6,55,Delivery handover,3,yes,yes,3,Mixed experience with delivery handover; resolved eventually after follow-up.
FB-0443,2026-06-19,App,Urban Commuters,Service,Central,4,8,123,Repair turnaround,2,no,no,4,Repair turnaround matched expectations and the service step felt effortless.
FB-0098,2026-06-20,Email,Touring Owners,Digital,Central,5,10,159,Digital service booking,1,no,no,5,Digital service booking matched expectations and the digital step felt effortless.
FB-0200,2026-06-20,Dealer,Urban Commuters,Service,North,3,10,66,Repair turnaround,1,yes,yes,5,Repair turnaround took longer than expected but the team communicated.
FB-0292,2026-06-21,App,Urban Commuters,Purchase,Central,3,6,41,Test ride,3,yes,yes,3,Test ride was acceptable but purchase could be smoother.
FB-0413,2026-06-21,Dealer,First-Time Owners,Ownership,North,2,2,107,Insurance documentation,4,yes,yes,4,Insurance documentation created friction and I expected clearer guidance.
FB-0142,2026-06-22,App,First-Time Owners,Purchase,North,2,2,77,Financing clarity,4,yes,no,1,Financing clarity was confusing and slowed the whole purchase experience.
FB-0123,2026-06-23,Email,Touring Owners,Service,Central,3,6,145,Parts availability,2,yes,yes,4,Mixed experience with parts availability; resolved eventually after follow-up.
FB-0331,2026-06-23,App,Touring Owners,Digital,South,4,7,122,Account access,2,yes,yes,5,Account access was handled smoothly across the digital journey.
FB-0032,2026-06-25,Dealer,First-Time Owners,Ownership,North,2,3,56,Insurance documentation,4,yes,yes,3,Insurance documentation was confusing and slowed the whole ownership experience.
FB-0134,2026-06-25,Survey,First-Time Owners,Ownership,North,2,0,159,Insurance documentation,4,yes,no,2,Frustrated with insurance documentation during ownership; needed several contacts to resolve.
FB-0029,2026-06-26,Email,Touring Owners,Ownership,Central,4,5,83,Insurance documentation,4,yes,yes,5,Insurance documentation matched expectations and the ownership step felt effortless.
FB-0118,2026-06-26,Survey,Touring Owners,Service,North,4,5,108,Repair turnaround,2,yes,no,4,Repair turnaround was handled smoothly across the service journey.
FB-0417,2026-06-26,Email,First-Time Owners,Purchase,Central,3,5,105,Order tracking,3,no,no,3,Order tracking took longer than expected but the team communicated.
FB-0199,2026-06-27,Survey,Urban Commuters,Service,North,3,5,115,Repair turnaround,3,no,no,3,Repair turnaround was acceptable but service could be smoother.
FB-0106,2026-06-28,Email,Urban Commuters,Ownership,North,5,10,96,Warranty registration,2,no,no,5,Warranty registration was handled smoothly across the ownership journey.
FB-0312,2026-06-28,App,First-Time Owners,Ownership,North,3,0,67,Accessories,3,no,no,3,Accessories took longer than expected but the team communicated.
FB-0072,2026-06-29,Dealer,Urban Commuters,Ownership,North,3,3,41,Insurance documentation,3,no,no,3,Insurance documentation was acceptable but ownership could be smoother.
FB-0120,2026-06-29,App,First-Time Owners,Purchase,Central,3,5,122,Test ride,3,no,no,3,Test ride was acceptable but purchase could be smoother.
FB-0222,2026-06-30,Survey,Urban Commuters,Purchase,Central,2,5,77,Financing clarity,4,yes,yes,3,Financing clarity was confusing and slowed the whole purchase experience.
FB-0224,2026-06-30,Survey,Touring Owners,Service,North,5,8,126,Maintenance clarity,2,no,no,5,Maintenance clarity matched expectations and the service step felt effortless.
FB-0372,2026-06-30,App,Touring Owners,Service,North,3,7,71,Service cost transparency,2,no,no,3,Service cost transparency was acceptable but service could be smoother.
FB-0237,2026-07-01,Dealer,Urban Commuters,Purchase,North,3,5,78,Delivery handover,3,no,no,3,Delivery handover took longer than expected but the team communicated.
FB-0242,2026-07-01,App,Urban Commuters,Purchase,South,4,6,74,Trade-in valuation,2,no,no,4,Trade-in valuation matched expectations and the purchase step felt effortless.
FB-0124,2026-07-02,Dealer,Touring Owners,Purchase,South,4,8,75,Financing clarity,1,no,no,4,Financing clarity was handled smoothly across the purchase journey.
FB-0080,2026-07-03,App,Urban Commuters,Digital,Central,3,6,53,Account access,3,no,no,3,Mixed experience with account access; resolved eventually after follow-up.
FB-0070,2026-07-04,Social,First-Time Owners,Purchase,Central,2,0,40,Financing clarity,5,yes,no,2,Financing clarity created friction and I expected clearer guidance.
FB-0206,2026-07-04,Social,Performance Enthusiasts,Service,Central,4,6,77,Service cost transparency,2,no,no,4,Clear and proactive handling of service cost transparency; very satisfied.
FB-0188,2026-07-05,Email,Performance Enthusiasts,Ownership,Central,2,4,73,Insurance documentation,4,yes,yes,3,Insurance documentation created friction and I expected clearer guidance.
FB-0304,2026-07-06,Survey,Urban Commuters,Digital,North,4,8,91,Account access,2,no,no,4,Account access was handled smoothly across the digital journey.
FB-0172,2026-07-07,App,Touring Owners,Ownership,North,4,9,87,Insurance documentation,2,yes,yes,4,Insurance documentation was handled smoothly across the ownership journey.
FB-0201,2026-07-07,App,Touring Owners,Digital,North,4,9,116,Connectivity pairing,2,no,no,4,Connectivity pairing was handled smoothly across the digital journey.
FB-0286,2026-07-07,Dealer,Touring Owners,Service,South,4,9,103,Appointment wait,2,no,no,4,Appointment wait matched expectations and the service step felt effortless.
FB-0125,2026-07-08,Social,First-Time Owners,Ownership,North,4,7,41,Insurance documentation,2,no,no,4,Clear and proactive handling of insurance documentation; very satisfied.
FB-0160,2026-07-08,App,Touring Owners,Digital,North,4,10,60,App onboarding,2,no,no,4,App onboarding was handled smoothly across the digital journey.
FB-0097,2026-07-09,Dealer,Touring Owners,Service,Central,3,6,54,Parts availability,3,yes,yes,5,Parts availability was acceptable but service could be smoother.
FB-0175,2026-07-09,Survey,First-Time Owners,Service,Central,3,3,87,Repair turnaround,3,yes,yes,4,Repair turnaround was acceptable but service could be smoother.
FB-0290,2026-07-09,Dealer,Performance Enthusiasts,Ownership,North,2,2,80,Insurance documentation,4,yes,yes,3,Insurance documentation was confusing and slowed the whole ownership experience.
FB-0361,2026-07-10,App,Touring Owners,Ownership,North,4,6,68,Warranty registration,2,yes,yes,5,Clear and proactive handling of warranty registration; very satisfied.
FB-0163,2026-07-11,Dealer,Urban Commuters,Purchase,North,4,8,97,Test ride,2,no,no,4,Test ride was handled smoothly across the purchase journey.
FB-0217,2026-07-11,Survey,Urban Commuters,Service,North,4,7,77,Appointment wait,3,yes,no,4,Appointment wait was handled smoothly across the service journey.
FB-0223,2026-07-11,Dealer,Touring Owners,Purchase,North,4,8,56,Delivery handover,3,yes,yes,5,Delivery handover matched expectations and the purchase step felt effortless.
FB-0285,2026-07-11,Social,Urban Commuters,Purchase,North,4,4,55,Trade-in valuation,2,no,no,4,Clear and proactive handling of trade-in valuation; very satisfied.
FB-0326,2026-07-11,Social,First-Time Owners,Digital,Central,4,3,84,App onboarding,4,no,no,4,App onboarding matched expectations and the digital step felt effortless.
FB-0264,2026-07-12,Survey,First-Time Owners,Ownership,North,3,6,129,Warranty registration,2,yes,yes,5,Mixed experience with warranty registration; resolved eventually after follow-up.
FB-0208,2026-07-13,Survey,Urban Commuters,Digital,North,4,10,74,Connectivity pairing,2,no,no,4,Clear and proactive handling of connectivity pairing; very satisfied.
FB-0276,2026-07-13,Email,First-Time Owners,Service,Central,2,4,106,Repair turnaround,4,yes,yes,2,Repair turnaround created friction and I expected clearer guidance.
FB-0380,2026-07-13,Email,Urban Commuters,Ownership,South,4,4,150,Insurance documentation,4,no,no,4,Clear and proactive handling of insurance documentation; very satisfied.
FB-0418,2026-07-13,App,Urban Commuters,Service,Central,4,6,101,Appointment wait,2,yes,yes,5,Appointment wait was handled smoothly across the service journey.
FB-0300,2026-07-14,App,Touring Owners,Purchase,South,4,8,98,Test ride,2,no,no,4,Test ride matched expectations and the purchase step felt effortless.
FB-0001,2026-07-15,Dealer,Touring Owners,Digital,South,4,10,100,Feature discovery,1,no,no,4,Clear and proactive handling of feature discovery; very satisfied.
FB-0061,2026-07-17,Social,First-Time Owners,Digital,North,4,7,72,Account access,3,yes,yes,5,Clear and proactive handling of account access; very satisfied.
FB-0135,2026-07-17,Social,Touring Owners,Ownership,Central,4,7,83,Documentation,2,no,no,4,Clear and proactive handling of documentation; very satisfied.
FB-0325,2026-07-18,App,Touring Owners,Purchase,South,4,9,101,Order tracking,2,no,no,4,Clear and proactive handling of order tracking; very satisfied.
FB-0328,2026-07-18,App,Urban Commuters,Service,South,3,6,117,Maintenance clarity,3,yes,yes,3,Mixed experience with maintenance clarity; resolved eventually after follow-up.
FB-0430,2026-07-18,Dealer,Performance Enthusiasts,Ownership,Central,4,7,47,Accessories,2,no,no,4,Accessories matched expectations and the ownership step felt effortless.
FB-0025,2026-07-20,Social,Urban Commuters,Ownership,Central,3,7,80,Insurance documentation,3,yes,yes,5,Insurance documentation took longer than expected but the team communicated.
FB-0126,2026-07-21,Dealer,Urban Commuters,Service,Central,3,7,43,Repair turnaround,3,yes,yes,3,Repair turnaround was acceptable but service could be smoother.
FB-0299,2026-07-21,Survey,First-Time Owners,Service,North,3,5,128,Parts availability,4,no,no,3,Parts availability took longer than expected but the team communicated.
FB-0197,2026-07-22,App,Touring Owners,Service,South,2,5,44,Maintenance clarity,2,yes,no,2,Frustrated with maintenance clarity during service; needed several contacts to resolve.
FB-0370,2026-07-22,Dealer,Performance Enthusiasts,Purchase,Central,2,5,111,Financing clarity,3,yes,yes,3,Frustrated with financing clarity during purchase; needed several contacts to resolve.
FB-0030,2026-07-23,Email,Urban Commuters,Digital,South,4,7,93,Feature discovery,2,no,no,4,Clear and proactive handling of feature discovery; very satisfied.
FB-0162,2026-07-23,Email,Urban Commuters,Service,North,4,5,146,Parts availability,3,no,no,4,Parts availability matched expectations and the service step felt effortless.
FB-0254,2026-07-23,Dealer,Touring Owners,Purchase,Central,4,5,67,Test ride,2,no,no,4,Test ride matched expectations and the purchase step felt effortless.
FB-0287,2026-07-23,Dealer,Urban Commuters,Service,North,3,7,59,Service cost transparency,2,yes,yes,5,Mixed experience with service cost transparency; resolved eventually after follow-up.
FB-0039,2026-07-24,App,Performance Enthusiasts,Purchase,South,4,10,119,Financing clarity,2,no,no,4,Clear and proactive handling of financing clarity; very satisfied.
FB-0170,2026-07-24,Dealer,Urban Commuters,Service,North,5,10,96,Parts availability,2,yes,yes,5,Clear and proactive handling of parts availability; very satisfied.
FB-0218,2026-07-25,Dealer,Urban Commuters,Digital,Central,2,6,82,Digital service booking,3,yes,yes,4,Frustrated with digital service booking during digital; needed several contacts to resolve.
FB-0319,2026-07-25,App,Touring Owners,Digital,Central,4,9,41,Account access,2,no,no,4,Clear and proactive handling of account access; very satisfied.
FB-0044,2026-07-27,Social,Touring Owners,Ownership,Central,4,4,77,Documentation,3,no,no,4,Documentation was handled smoothly across the ownership journey.
FB-0068,2026-07-27,Email,First-Time Owners,Digital,South,2,4,62,Account access,3,yes,yes,4,Account access was confusing and slowed the whole digital experience.
FB-0272,2026-07-27,App,Performance Enthusiasts,Service,South,5,9,73,Parts availability,1,no,no,5,Parts availability matched expectations and the service step felt effortless.
FB-0350,2026-07-27,Survey,Performance Enthusiasts,Digital,North,4,8,89,App onboarding,2,no,no,4,App onboarding matched expectations and the digital step felt effortless.
FB-0076,2026-07-28,Dealer,First-Time Owners,Service,South,3,6,74,Repair turnaround,3,yes,yes,3,Repair turnaround was acceptable but service could be smoother.
FB-0219,2026-07-28,App,Urban Commuters,Service,North,5,7,73,Appointment wait,2,yes,yes,5,Appointment wait was handled smoothly across the service journey.
FB-0086,2026-07-30,Survey,Performance Enthusiasts,Digital,North,3,3,128,Digital service booking,2,yes,yes,4,Digital service booking was acceptable but digital could be smoother.
FB-0179,2026-07-30,Social,First-Time Owners,Ownership,North,3,0,28,Insurance documentation,5,yes,yes,4,Insurance documentation was acceptable but ownership could be smoother.
FB-0257,2026-07-30,Survey,Performance Enthusiasts,Digital,North,3,6,119,Account access,2,yes,yes,4,Account access was acceptable but digital could be smoother.
FB-0249,2026-07-31,Email,First-Time Owners,Purchase,South,3,6,140,Financing clarity,3,no,no,3,Financing clarity was acceptable but purchase could be smoother.
FB-0313,2026-07-31,App,First-Time Owners,Purchase,Central,2,4,79,Test ride,3,yes,yes,4,Test ride created friction and I expected clearer guidance.
FB-0376,2026-07-31,Survey,Urban Commuters,Purchase,Central,3,9,76,Test ride,3,no,no,3,Test ride was acceptable but purchase could be smoother.
FB-0050,2026-08-01,Social,Urban Commuters,Service,North,3,6,84,Repair turnaround,4,yes,yes,5,Repair turnaround was acceptable but service could be smoother.
FB-0073,2026-08-02,Dealer,First-Time Owners,Digital,North,3,2,45,App onboarding,4,yes,yes,5,App onboarding was acceptable but digital could be smoother.
FB-0024,2026-08-03,Survey,First-Time Owners,Digital,Central,3,5,121,Account access,3,yes,no,3,Mixed experience with account access; resolved eventually after follow-up.
FB-0130,2026-08-03,Social,Urban Commuters,Ownership,Central,3,6,35,Recall communication,3,yes,yes,5,Recall communication was acceptable but ownership could be smoother.
FB-0426,2026-08-04,App,Urban Commuters,Service,Central,3,10,70,Repair turnaround,2,yes,yes,4,Mixed experience with repair turnaround; resolved eventually after follow-up.
FB-0437,2026-08-04,Dealer,Touring Owners,Service,Central,4,8,111,Parts availability,2,no,no,4,Clear and proactive handling of parts availability; very satisfied.
FB-0394,2026-08-06,Dealer,First-Time Owners,Purchase,North,2,5,109,Financing clarity,4,yes,no,2,Financing clarity created friction and I expected clearer guidance.
FB-0042,2026-08-07,Survey,Urban Commuters,Ownership,Central,4,10,153,Insurance documentation,2,no,no,4,Insurance documentation was handled smoothly across the ownership journey.
FB-0111,2026-08-08,App,Performance Enthusiasts,Service,Central,3,6,57,Service cost transparency,3,yes,yes,3,Mixed experience with service cost transparency; resolved eventually after follow-up.
FB-0139,2026-08-08,Survey,Performance Enthusiasts,Purchase,North,3,7,105,Financing clarity,2,yes,yes,4,Financing clarity was acceptable but purchase could be smoother.
FB-0235,2026-08-08,Dealer,Performance Enthusiasts,Purchase,Central,4,5,82,Order tracking,2,no,no,4,Order tracking matched expectations and the purchase step felt effortless.
FB-0256,2026-08-08,Social,Urban Commuters,Digital,Central,3,7,40,App onboarding,3,yes,yes,4,Mixed experience with app onboarding; resolved eventually after follow-up.
FB-0294,2026-08-08,Survey,Urban Commuters,Ownership,Central,3,6,144,Recall communication,3,no,no,3,Recall communication took longer than expected but the team communicated.
FB-0359,2026-08-08,Survey,Performance Enthusiasts,Digital,North,2,7,157,Feature discovery,2,yes,yes,3,Feature discovery created friction and I expected clearer guidance.
FB-0339,2026-08-09,Survey,Touring Owners,Purchase,North,5,10,154,Test ride,1,no,no,5,Test ride was handled smoothly across the purchase journey.
FB-0349,2026-08-09,Email,First-Time Owners,Purchase,North,2,2,72,Financing clarity,4,yes,yes,4,Frustrated with financing clarity during purchase; needed several contacts to resolve.
FB-0422,2026-08-09,App,Performance Enthusiasts,Service,North,3,3,38,Maintenance clarity,3,yes,yes,3,Maintenance clarity was acceptable but service could be smoother.
FB-0049,2026-08-10,Survey,Performance Enthusiasts,Purchase,North,4,6,84,Delivery handover,2,no,no,4,Delivery handover matched expectations and the purchase step felt effortless.
