timestamp,asset_id,rpm,temperature_c,vibration_mm_s,pressure_bar,torque_nm,operating_hours,error_code_count,service_delay_days,customer_satisfaction_score,anomaly_label,service_escalation_label
2026-04-01T16:15:00Z,line-02-pump-01,2914.11,70.53,2.588,2.909,106.83,908.25,0,2,7.94,0,0
2026-04-01T16:30:00Z,line-02-pump-01,2943.08,70.32,2.522,2.923,106.04,908.5,0,2,7.94,0,0
2026-04-01T16:45:00Z,line-02-pump-01,2965.59,70.16,2.469,2.935,105.29,908.75,0,2,7.94,0,0
2026-04-01T17:00:00Z,line-02-pump-01,2981.02,70.03,2.432,2.945,104.58,909.0,0,2,7.94,0,0
2026-04-01T17:15:00Z,line-02-pump-01,2988.93,69.95,2.413,2.952,103.91,909.25,0,2,7.94,0,0
2026-04-01T17:30:00Z,line-02-pump-01,2989.12,69.9,2.412,2.957,103.29,909.5,0,2,7.94,0,0
2026-04-01T17:45:00Z,line-02-pump-01,2981.57,69.91,2.431,2.96,102.72,909.75,0,2,7.94,0,0
2026-04-01T18:00:00Z,line-02-pump-01,2966.49,69.95,2.467,2.96,102.21,910.0,0,2,7.94,0,0
2026-04-01T18:15:00Z,line-02-pump-01,2944.31,70.04,2.519,2.957,101.76,910.25,0,2,7.94,0,0
2026-04-01T18:30:00Z,line-02-pump-01,2915.63,70.17,2.584,2.951,101.38,910.5,0,2,7.94,0,0
2026-04-01T18:45:00Z,line-02-pump-01,2881.25,70.34,2.659,2.943,101.06,910.75,0,2,7.94,0,0
2026-04-01T19:00:00Z,line-02-pump-01,2842.13,70.55,2.739,2.933,100.82,911.0,0,2,7.94,0,0
2026-04-01T19:15:00Z,line-02-pump-01,2799.35,70.79,2.82,2.921,100.64,911.25,0,2,7.94,0,0
2026-04-01T19:30:00Z,line-02-pump-01,2754.09,71.07,2.899,2.906,100.53,911.5,0,2,7.94,0,0
2026-04-01T19:45:00Z,line-02-pump-01,2707.6,71.39,2.969,2.89,100.5,911.75,0,2,7.94,0,0
2026-04-01T20:00:00Z,line-02-pump-01,2661.19,71.73,3.028,2.872,100.54,912.0,0,3,7.86,0,0
2026-04-01T20:15:00Z,line-02-pump-01,2616.13,72.09,3.073,2.854,100.65,912.25,0,3,7.86,0,0
2026-04-01T20:30:00Z,line-02-pump-01,2573.66,72.48,3.101,2.834,100.84,912.5,0,3,7.86,0,0
2026-04-01T20:45:00Z,line-02-pump-01,2534.98,72.89,3.11,2.814,101.09,912.75,0,3,7.86,0,0
2026-04-01T21:00:00Z,line-02-pump-01,2501.15,73.31,3.1,2.793,101.42,913.0,0,3,7.86,0,0
2026-04-01T21:15:00Z,line-02-pump-01,2473.1,73.75,3.072,2.773,101.81,913.25,0,3,7.86,0,0
2026-04-01T21:30:00Z,line-02-pump-01,2451.62,74.18,3.027,2.753,102.26,913.5,0,3,7.86,0,0
2026-04-01T21:45:00Z,line-02-pump-01,2437.3,74.63,2.968,2.734,102.78,913.75,0,3,7.86,0,0
2026-04-01T22:00:00Z,line-02-pump-01,2430.54,75.06,2.897,2.716,103.35,914.0,0,3,7.86,0,0
2026-04-01T22:15:00Z,line-02-pump-01,2431.53,75.5,2.819,2.699,103.97,914.25,0,3,7.86,0,0
2026-04-01T22:30:00Z,line-02-pump-01,2440.23,75.92,2.737,2.684,104.65,914.5,0,3,7.86,0,0
2026-04-01T22:45:00Z,line-02-pump-01,2456.4,76.33,2.657,2.671,105.36,914.75,0,3,7.86,0,0
2026-04-01T23:00:00Z,line-02-pump-01,2479.61,76.71,2.582,1.61,91.12,915.0,1,3,7.86,1,0
2026-04-01T23:15:00Z,line-02-pump-01,2509.2,77.08,2.518,1.601,91.91,915.25,1,3,7.86,1,0
2026-04-01T23:30:00Z,line-02-pump-01,2544.35,77.42,2.466,1.595,92.73,915.5,1,3,7.86,1,0
2026-04-01T23:45:00Z,line-02-pump-01,2584.1,77.73,2.43,1.591,93.57,915.75,1,3,7.86,1,0
2026-04-02T00:00:00Z,line-02-pump-01,2627.33,78.01,2.412,1.59,94.43,916.0,1,3,7.86,1,0
2026-04-02T00:15:00Z,line-02-pump-01,2672.86,78.26,2.413,1.592,95.3,916.25,1,3,7.86,1,0
2026-04-02T00:30:00Z,line-02-pump-01,2719.41,78.47,2.433,1.596,96.18,916.5,1,3,7.86,1,0
2026-04-02T00:45:00Z,line-02-pump-01,2765.71,78.64,2.47,1.602,97.05,916.75,1,3,7.86,1,0
2026-04-02T01:00:00Z,line-02-pump-01,2810.46,78.76,2.523,1.611,97.92,917.0,1,3,7.86,1,0
2026-04-02T01:15:00Z,line-02-pump-01,2852.43,78.85,2.589,2.673,113.77,917.25,0,3,7.86,0,0
2026-04-02T01:30:00Z,line-02-pump-01,2890.44,78.89,2.665,2.686,114.6,917.5,0,3,7.86,0,0
2026-04-02T01:45:00Z,line-02-pump-01,2923.46,78.89,2.745,2.702,115.41,917.75,0,3,7.86,0,0
2026-04-02T02:00:00Z,line-02-pump-01,2950.57,78.85,2.826,2.719,116.19,918.0,0,4,7.78,0,0
2026-04-02T02:15:00Z,line-02-pump-01,2971.0,78.77,2.904,2.737,116.93,918.25,0,4,7.78,0,0
2026-04-02T02:30:00Z,line-02-pump-01,2984.2,78.64,2.974,2.756,117.63,918.5,0,4,7.78,0,0
2026-04-02T02:45:00Z,line-02-pump-01,2989.81,78.47,3.032,2.776,118.29,918.75,0,4,7.78,0,0
2026-04-02T03:00:00Z,line-02-pump-01,2987.66,78.26,3.076,2.797,118.89,919.0,0,4,7.78,0,0
2026-04-02T03:15:00Z,line-02-pump-01,2977.81,78.02,3.102,2.817,119.44,919.25,0,4,7.78,0,0
2026-04-02T03:30:00Z,line-02-pump-01,2960.54,77.74,3.11,2.837,119.93,919.5,0,4,7.78,0,0
2026-04-02T03:45:00Z,line-02-pump-01,2936.33,77.43,3.099,2.857,120.36,919.75,0,4,7.78,0,0
2026-04-02T04:00:00Z,line-02-pump-01,2905.85,77.09,3.069,2.876,120.72,920.0,0,4,7.78,0,0
2026-04-02T04:15:00Z,line-02-pump-01,2869.94,76.72,3.023,2.893,121.02,920.25,0,4,7.78,0,0
2026-04-02T04:30:00Z,line-02-pump-01,2829.59,76.33,2.963,2.909,121.25,920.5,0,4,7.78,0,0
2026-04-02T04:45:00Z,line-02-pump-01,2785.93,75.93,2.891,2.923,121.4,920.75,0,4,7.78,0,0
2026-04-02T05:00:00Z,line-02-pump-01,2740.17,75.51,2.813,2.935,121.48,921.0,0,4,7.78,0,0
2026-04-02T05:15:00Z,line-02-pump-01,2693.57,75.07,2.731,2.945,121.5,921.25,0,4,7.78,0,0
2026-04-02T05:30:00Z,line-02-pump-01,2647.43,74.63,2.651,2.952,121.43,921.5,0,4,7.78,0,0
2026-04-02T05:45:00Z,line-02-pump-01,2603.02,74.19,2.577,2.957,121.3,921.75,0,4,7.78,0,0
2026-04-02T06:00:00Z,line-02-pump-01,2561.58,73.75,2.513,2.96,121.09,922.0,0,4,7.78,0,0
2026-04-02T06:15:00Z,line-02-pump-01,2524.24,73.32,2.463,2.96,120.82,922.25,0,4,7.78,0,0
2026-04-02T06:30:00Z,line-02-pump-01,2492.06,72.9,2.428,2.957,120.47,922.5,0,4,7.78,0,0
2026-04-02T06:45:00Z,line-02-pump-01,2465.92,72.49,2.411,2.951,120.06,922.75,0,4,7.78,0,0
2026-04-02T07:00:00Z,line-02-pump-01,2446.54,72.1,2.414,2.943,119.59,923.0,0,4,7.78,0,0
2026-04-02T07:15:00Z,line-02-pump-01,2434.46,71.73,2.435,2.933,119.06,923.25,0,4,7.78,0,0
2026-04-02T07:30:00Z,line-02-pump-01,2430.02,71.39,2.473,2.921,118.47,923.5,0,4,7.78,0,0
2026-04-02T07:45:00Z,line-02-pump-01,2433.34,71.08,2.528,2.906,117.83,923.75,0,4,7.78,0,0
2026-04-01T08:00:00Z,line-02-testbench-01,2954.13,80.04,2.864,2.706,123.79,1040.0,0,2,7.69,0,0
2026-04-01T08:15:00Z,line-02-testbench-01,2917.26,80.09,2.787,2.687,124.07,1040.25,0,2,7.69,0,0
2026-04-01T08:30:00Z,line-02-testbench-01,2876.16,80.1,2.719,2.669,124.28,1040.5,0,2,7.69,0,0
2026-04-01T08:45:00Z,line-02-testbench-01,2831.99,80.06,2.662,2.652,124.42,1040.75,0,2,7.69,0,0
2026-04-01T09:00:00Z,line-02-testbench-01,2785.96,79.98,2.62,2.637,124.49,1041.0,0,2,7.69,0,0
2026-04-01T09:15:00Z,line-02-testbench-01,2739.35,79.86,2.596,2.623,124.49,1041.25,0,2,7.69,0,0
2026-04-01T09:30:00Z,line-02-testbench-01,2693.45,79.69,2.59,2.612,124.41,1041.5,0,2,7.69,0,0
2026-04-01T09:45:00Z,line-02-testbench-01,2649.53,79.49,2.604,2.603,124.26,1041.75,0,2,7.69,0,0
2026-04-01T10:00:00Z,line-02-testbench-01,2608.81,79.25,2.635,2.596,124.04,1042.0,0,2,7.69,0,0
2026-04-01T10:15:00Z,line-02-testbench-01,2572.43,78.97,2.683,2.592,123.75,1042.25,0,2,7.69,0,0
2026-04-01T10:30:00Z,line-02-testbench-01,2541.37,78.67,2.745,2.59,123.4,1042.5,0,2,7.69,0,0
2026-04-01T10:45:00Z,line-02-testbench-01,2516.52,78.33,2.818,2.591,122.97,1042.75,0,2,7.69,0,0
2026-04-01T11:00:00Z,line-02-testbench-01,2498.55,77.96,2.897,2.595,122.49,1043.0,0,2,7.69,0,0
2026-04-01T11:15:00Z,line-02-testbench-01,2487.97,77.58,2.978,2.601,121.95,1043.25,0,2,7.69,0,0
2026-04-01T11:30:00Z,line-02-testbench-01,2485.06,77.17,3.058,2.61,121.35,1043.5,0,2,7.69,0,0
2026-04-01T11:45:00Z,line-02-testbench-01,2489.91,76.75,3.131,2.62,120.7,1043.75,0,2,7.69,0,0
2026-04-01T12:00:00Z,line-02-testbench-01,2502.39,76.32,3.194,2.634,120.0,1044.0,0,2,7.69,0,0
2026-04-01T12:15:00Z,line-02-testbench-01,2522.14,75.88,3.242,2.649,119.26,1044.25,0,2,7.69,0,0
2026-04-01T12:30:00Z,line-02-testbench-01,2548.63,75.44,3.275,2.665,118.49,1044.5,0,2,7.69,0,0
2026-04-01T12:45:00Z,line-02-testbench-01,2581.11,75.0,3.289,2.683,117.68,1044.75,0,2,7.69,0,0
2026-04-01T13:00:00Z,line-02-testbench-01,2618.68,74.57,3.285,2.702,116.85,1045.0,0,2,7.69,0,0
2026-04-01T13:15:00Z,line-02-testbench-01,2660.31,74.15,3.262,2.722,116.0,1045.25,0,2,7.69,0,0
2026-04-01T13:30:00Z,line-02-testbench-01,2704.85,73.74,3.221,2.743,115.13,1045.5,0,2,7.69,0,0
2026-04-01T13:45:00Z,line-02-testbench-01,2751.05,73.34,3.165,2.763,114.26,1045.75,0,2,7.69,0,0
2026-04-01T14:00:00Z,line-02-testbench-01,2797.63,72.97,3.097,2.783,113.39,1046.0,0,3,7.61,0,0
2026-04-01T14:15:00Z,line-02-testbench-01,2843.32,72.63,3.02,2.803,112.52,1046.25,0,3,7.61,0,0
2026-04-01T14:30:00Z,line-02-testbench-01,2886.83,92.81,2.939,2.822,111.66,1046.5,1,3,6.91,1,1
2026-04-01T14:45:00Z,line-02-testbench-01,2926.96,92.53,2.858,2.84,110.81,1046.75,1,3,6.91,1,1
2026-04-01T15:00:00Z,line-02-testbench-01,2962.61,92.28,2.782,2.856,109.99,1047.0,1,3,6.91,1,1
2026-04-01T15:15:00Z,line-02-testbench-01,2992.78,92.06,2.714,2.87,109.2,1047.25,1,3,6.91,1,1
2026-04-01T15:30:00Z,line-02-testbench-01,3016.64,91.89,2.658,2.883,108.44,1047.5,1,3,6.91,1,1
2026-04-01T15:45:00Z,line-02-testbench-01,3033.52,91.75,2.618,2.893,107.71,1047.75,1,3,6.91,1,1
2026-04-01T16:00:00Z,line-02-testbench-01,3042.96,71.16,2.595,2.901,107.04,1048.0,0,3,7.61,0,0
2026-04-01T16:15:00Z,line-02-testbench-01,3044.7,71.11,2.591,2.907,106.41,1048.25,0,3,7.61,0,0
2026-04-01T16:30:00Z,line-02-testbench-01,3038.69,71.1,2.605,2.91,105.83,1048.5,0,3,7.61,0,0
2026-04-01T16:45:00Z,line-02-testbench-01,3025.09,71.14,2.638,2.91,105.31,1048.75,0,3,7.61,0,0
2026-04-01T17:00:00Z,line-02-testbench-01,3004.29,71.22,2.687,2.907,104.85,1049.0,0,3,7.61,0,0
2026-04-01T17:15:00Z,line-02-testbench-01,2976.85,71.34,2.75,2.903,104.45,1049.25,0,3,7.61,0,0
2026-04-01T17:30:00Z,line-02-testbench-01,2943.54,71.5,2.823,2.895,104.12,1049.5,0,3,7.61,0,0
2026-04-01T17:45:00Z,line-02-testbench-01,2905.29,71.7,2.903,2.885,103.86,1049.75,0,3,7.61,0,0
2026-04-01T18:00:00Z,line-02-testbench-01,2863.14,71.94,2.984,2.873,103.67,1050.0,0,3,7.61,0,0
2026-04-01T18:15:00Z,line-02-testbench-01,2818.28,72.21,3.063,2.859,103.55,1050.25,0,3,7.61,0,0
2026-04-01T18:30:00Z,line-02-testbench-01,2771.94,72.52,3.136,2.843,103.5,1050.5,0,3,7.61,0,0
2026-04-01T18:45:00Z,line-02-testbench-01,2725.4,72.86,3.198,2.826,103.53,1050.75,0,3,7.61,0,0
2026-04-01T19:00:00Z,line-02-testbench-01,2679.97,73.22,3.465,2.807,103.62,1051.0,0,3,7.56,1,0
2026-04-01T19:15:00Z,line-02-testbench-01,2636.89,73.6,3.717,2.788,103.8,1051.25,0,3,7.51,1,0
2026-04-01T19:30:00Z,line-02-testbench-01,2597.36,74.01,3.95,2.768,104.04,1051.5,0,3,7.46,1,0
2026-04-01T19:45:00Z,line-02-testbench-01,2562.48,74.43,4.164,2.747,104.35,1051.75,0,3,7.41,1,0
2026-04-01T20:00:00Z,line-02-testbench-01,2533.21,74.86,4.359,2.727,104.72,1052.0,0,4,7.28,1,0
2026-04-01T20:15:00Z,line-02-testbench-01,2510.36,75.3,4.537,2.707,105.17,1052.25,0,4,7.23,1,0
2026-04-01T20:30:00Z,line-02-testbench-01,2494.57,75.74,4.7,2.687,105.67,1052.5,0,4,7.18,1,0
2026-04-01T20:45:00Z,line-02-testbench-01,2486.28,76.18,4.852,2.669,106.23,1052.75,0,4,7.13,1,0
2026-04-01T21:00:00Z,line-02-testbench-01,2485.71,76.61,4.995,2.652,106.84,1053.0,0,4,7.08,1,1
2026-04-01T21:15:00Z,line-02-testbench-01,2492.88,77.04,5.133,2.637,107.51,1053.25,0,4,7.03,1,1
2026-04-01T21:30:00Z,line-02-testbench-01,2507.59,77.45,5.273,2.623,108.22,1053.5,0,4,6.98,1,1
2026-04-01T21:45:00Z,line-02-testbench-01,2529.43,77.84,5.417,2.612,108.97,1053.75,0,4,6.93,1,1
2026-04-01T22:00:00Z,line-02-testbench-01,2557.81,78.21,5.57,2.603,109.75,1054.0,0,4,6.88,1,1
2026-04-01T22:15:00Z,line-02-testbench-01,2591.92,78.56,5.735,2.596,110.57,1054.25,0,4,6.83,1,1
2026-04-01T22:30:00Z,line-02-testbench-01,2630.83,78.87,5.916,2.592,111.4,1054.5,0,4,6.78,1,1
2026-04-01T22:45:00Z,line-02-testbench-01,2673.46,79.16,2.594,2.59,112.26,1054.75,0,4,7.53,0,0
2026-04-01T23:00:00Z,line-02-testbench-01,2718.63,79.41,2.591,2.591,113.13,1055.0,0,4,7.53,0,0
2026-04-01T23:15:00Z,line-02-testbench-01,2765.08,79.63,2.607,2.595,114.0,1055.25,0,4,7.53,0,0
2026-04-01T23:30:00Z,line-02-testbench-01,2811.53,79.81,2.641,2.601,114.88,1055.5,0,4,7.53,0,0
2026-04-01T23:45:00Z,line-02-testbench-01,2856.69,79.94,2.691,2.609,115.74,1055.75,0,4,7.53,0,0
2026-04-02T00:00:00Z,line-02-testbench-01,2899.31,80.04,2.755,2.62,116.6,1056.0,0,4,7.53,0,0
2026-04-02T00:15:00Z,line-02-testbench-01,2938.21,80.09,2.829,2.633,117.44,1056.25,0,4,7.53,0,0
2026-04-02T00:30:00Z,line-02-testbench-01,2972.31,80.1,2.909,2.648,118.25,1056.5,0,4,7.53,0,0
2026-04-02T00:45:00Z,line-02-testbench-01,3000.66,80.06,2.99,2.665,119.04,1056.75,0,4,7.53,0,0
2026-04-02T01:00:00Z,line-02-testbench-01,3022.48,79.99,3.069,2.683,119.78,1057.0,0,4,7.53,0,0
2026-04-02T01:15:00Z,line-02-testbench-01,3037.16,79.87,3.141,2.702,120.49,1057.25,0,4,7.53,0,0
2026-04-02T01:30:00Z,line-02-testbench-01,3044.3,79.71,3.202,2.722,121.16,1057.5,4,9,6.33,1,1
2026-04-02T01:45:00Z,line-02-testbench-01,3043.71,79.51,3.248,2.743,121.77,1057.75,4,9,6.33,1,1
2026-04-02T02:00:00Z,line-02-testbench-01,3035.38,79.27,3.278,2.763,122.33,1058.0,4,10,6.25,1,1
2026-04-02T02:15:00Z,line-02-testbench-01,3019.57,79.0,3.29,2.783,122.84,1058.25,4,10,6.25,1,1
2026-04-02T02:30:00Z,line-02-testbench-01,2996.7,78.69,3.283,2.803,123.28,1058.5,4,10,6.25,1,1
2026-04-02T02:45:00Z,line-02-testbench-01,2967.41,78.36,3.257,2.822,123.65,1058.75,4,10,6.25,1,1
2026-04-02T03:00:00Z,line-02-testbench-01,2932.51,78.0,3.214,2.84,123.96,1059.0,4,10,6.25,1,1
2026-04-02T03:15:00Z,line-02-testbench-01,2892.96,77.61,3.156,2.856,124.21,1059.25,0,5,7.45,0,0
2026-04-02T03:30:00Z,line-02-testbench-01,2849.87,77.21,3.086,2.87,124.38,1059.5,0,5,7.45,0,0
2026-04-02T03:45:00Z,line-02-testbench-01,2804.43,76.79,3.009,2.883,124.47,1059.75,0,5,7.45,0,0
2026-04-02T04:00:00Z,line-02-testbench-01,2757.9,76.36,2.928,2.893,124.5,1060.0,0,5,7.45,0,0
2026-04-02T04:15:00Z,line-02-testbench-01,2711.56,75.92,2.847,2.901,124.45,1060.25,0,5,7.45,0,0
2026-04-02T04:30:00Z,line-02-testbench-01,2666.7,75.48,2.772,2.907,124.33,1060.5,0,5,7.45,0,0
2026-04-02T04:45:00Z,line-02-testbench-01,2624.57,75.04,2.705,2.909,124.14,1060.75,0,5,7.45,0,0
2026-04-02T05:00:00Z,line-02-testbench-01,2586.33,74.61,2.652,2.91,123.88,1061.0,0,5,7.45,0,0
2026-04-02T05:15:00Z,line-02-testbench-01,2553.04,74.18,2.614,2.907,123.55,1061.25,0,5,7.45,0,0
2026-04-02T05:30:00Z,line-02-testbench-01,2525.63,73.77,2.593,2.903,123.15,1061.5,0,5,7.45,0,0
2026-04-02T05:45:00Z,line-02-testbench-01,2504.85,73.38,2.592,2.895,122.69,1061.75,0,5,7.45,0,0
2026-04-02T06:00:00Z,line-02-testbench-01,2491.27,73.01,2.609,2.885,122.17,1062.0,0,5,7.45,0,0
2026-04-02T06:15:00Z,line-02-testbench-01,2485.29,72.66,2.644,2.873,121.59,1062.25,0,5,7.45,0,0
2026-04-02T06:30:00Z,line-02-testbench-01,2487.06,72.34,2.696,2.859,120.96,1062.5,0,5,7.45,0,0
2026-04-02T06:45:00Z,line-02-testbench-01,2496.52,72.05,2.76,2.844,120.28,1062.75,0,5,7.45,0,0
2026-04-02T07:00:00Z,line-02-testbench-01,2513.43,71.8,2.835,2.826,119.56,1063.0,0,5,7.45,0,0
2026-04-02T07:15:00Z,line-02-testbench-01,2537.32,71.58,2.915,2.808,118.8,1063.25,0,5,7.45,0,0
2026-04-02T07:30:00Z,line-02-testbench-01,2567.51,71.4,2.996,2.788,118.01,1063.5,0,5,7.45,0,0
2026-04-02T07:45:00Z,line-02-testbench-01,2603.17,71.26,3.074,2.768,117.18,1063.75,0,5,7.45,0,0
